dataset,calibration_ligands,repetition,panel_targets_k,selection_source,target_index,target
Docking-44,200,0,6,full_map,4,2vt4
Docking-44,200,0,6,full_map,19,5u09
Docking-44,200,0,6,full_map,23,6kux
Docking-44,200,0,6,full_map,36,8fhs
Docking-44,200,0,6,full_map,38,8st0
Docking-44,200,0,6,full_map,40,8xvk
Docking-44,200,0,6,sample_map,13,4iar
Docking-44,200,0,6,sample_map,14,4mqs
Docking-44,200,0,6,sample_map,23,6kux
Docking-44,200,0,6,sample_map,31,7wc9
Docking-44,200,0,6,sample_map,34,8e9y
Docking-44,200,0,6,sample_map,36,8fhs
Docking-44,200,0,8,full_map,4,2vt4
Docking-44,200,0,8,full_map,16,5cxv
Docking-44,200,0,8,full_map,19,5u09
Docking-44,200,0,8,full_map,23,6kux
Docking-44,200,0,8,full_map,34,8e9y
Docking-44,200,0,8,full_map,36,8fhs
Docking-44,200,0,8,full_map,38,8st0
Docking-44,200,0,8,full_map,40,8xvk
Docking-44,200,0,8,sample_map,13,4iar
Docking-44,200,0,8,sample_map,14,4mqs
Docking-44,200,0,8,sample_map,16,5cxv
Docking-44,200,0,8,sample_map,23,6kux
Docking-44,200,0,8,sample_map,25,6pdj
Docking-44,200,0,8,sample_map,31,7wc9
Docking-44,200,0,8,sample_map,34,8e9y
Docking-44,200,0,8,sample_map,36,8fhs
Docking-44,200,0,10,full_map,13,4iar
Docking-44,200,0,10,full_map,16,5cxv
Docking-44,200,0,10,full_map,19,5u09
Docking-44,200,0,10,full_map,21,6cm4
Docking-44,200,0,10,full_map,23,6kux
Docking-44,200,0,10,full_map,25,6pdj
Docking-44,200,0,10,full_map,30,7ljd
Docking-44,200,0,10,full_map,36,8fhs
Docking-44,200,0,10,full_map,38,8st0
Docking-44,200,0,10,full_map,40,8xvk
Docking-44,200,0,10,sample_map,13,4iar
Docking-44,200,0,10,sample_map,14,4mqs
Docking-44,200,0,10,sample_map,16,5cxv
Docking-44,200,0,10,sample_map,23,6kux
Docking-44,200,0,10,sample_map,25,6pdj
Docking-44,200,0,10,sample_map,27,6y1z
Docking-44,200,0,10,sample_map,31,7wc9
Docking-44,200,0,10,sample_map,34,8e9y
Docking-44,200,0,10,sample_map,36,8fhs
Docking-44,200,0,10,sample_map,42,9eo4
Docking-44,200,1,6,full_map,4,2vt4
Docking-44,200,1,6,full_map,19,5u09
Docking-44,200,1,6,full_map,23,6kux
Docking-44,200,1,6,full_map,36,8fhs
Docking-44,200,1,6,full_map,38,8st0
Docking-44,200,1,6,full_map,40,8xvk
Docking-44,200,1,6,sample_map,9,3ln1
Docking-44,200,1,6,sample_map,17,5i71
Docking-44,200,1,6,sample_map,19,5u09
Docking-44,200,1,6,sample_map,20,5va1
Docking-44,200,1,6,sample_map,36,8fhs
Docking-44,200,1,6,sample_map,39,8wty
Docking-44,200,1,8,full_map,4,2vt4
Docking-44,200,1,8,full_map,16,5cxv
Docking-44,200,1,8,full_map,19,5u09
Docking-44,200,1,8,full_map,23,6kux
Docking-44,200,1,8,full_map,34,8e9y
Docking-44,200,1,8,full_map,36,8fhs
Docking-44,200,1,8,full_map,38,8st0
Docking-44,200,1,8,full_map,40,8xvk
Docking-44,200,1,8,sample_map,9,3ln1
Docking-44,200,1,8,sample_map,16,5cxv
Docking-44,200,1,8,sample_map,17,5i71
Docking-44,200,1,8,sample_map,19,5u09
Docking-44,200,1,8,sample_map,20,5va1
Docking-44,200,1,8,sample_map,36,8fhs
Docking-44,200,1,8,sample_map,38,8st0
Docking-44,200,1,8,sample_map,39,8wty
Docking-44,200,1,10,full_map,13,4iar
Docking-44,200,1,10,full_map,16,5cxv
Docking-44,200,1,10,full_map,19,5u09
Docking-44,200,1,10,full_map,21,6cm4
Docking-44,200,1,10,full_map,23,6kux
Docking-44,200,1,10,full_map,25,6pdj
Docking-44,200,1,10,full_map,30,7ljd
Docking-44,200,1,10,full_map,36,8fhs
Docking-44,200,1,10,full_map,38,8st0
Docking-44,200,1,10,full_map,40,8xvk
Docking-44,200,1,10,sample_map,9,3ln1
Docking-44,200,1,10,sample_map,16,5cxv
Docking-44,200,1,10,sample_map,17,5i71
Docking-44,200,1,10,sample_map,19,5u09
Docking-44,200,1,10,sample_map,20,5va1
Docking-44,200,1,10,sample_map,21,6cm4
Docking-44,200,1,10,sample_map,36,8fhs
Docking-44,200,1,10,sample_map,38,8st0
Docking-44,200,1,10,sample_map,39,8wty
Docking-44,200,1,10,sample_map,42,9eo4
Docking-44,200,2,6,full_map,4,2vt4
Docking-44,200,2,6,full_map,19,5u09
Docking-44,200,2,6,full_map,23,6kux
Docking-44,200,2,6,full_map,36,8fhs
Docking-44,200,2,6,full_map,38,8st0
Docking-44,200,2,6,full_map,40,8xvk
Docking-44,200,2,6,sample_map,4,2vt4
Docking-44,200,2,6,sample_map,13,4iar
Docking-44,200,2,6,sample_map,20,5va1
Docking-44,200,2,6,sample_map,27,6y1z
Docking-44,200,2,6,sample_map,36,8fhs
Docking-44,200,2,6,sample_map,38,8st0
Docking-44,200,2,8,full_map,4,2vt4
Docking-44,200,2,8,full_map,16,5cxv
Docking-44,200,2,8,full_map,19,5u09
Docking-44,200,2,8,full_map,23,6kux
Docking-44,200,2,8,full_map,34,8e9y
Docking-44,200,2,8,full_map,36,8fhs
Docking-44,200,2,8,full_map,38,8st0
Docking-44,200,2,8,full_map,40,8xvk
Docking-44,200,2,8,sample_map,4,2vt4
Docking-44,200,2,8,sample_map,5,2ydo
Docking-44,200,2,8,sample_map,13,4iar
Docking-44,200,2,8,sample_map,20,5va1
Docking-44,200,2,8,sample_map,23,6kux
Docking-44,200,2,8,sample_map,27,6y1z
Docking-44,200,2,8,sample_map,36,8fhs
Docking-44,200,2,8,sample_map,38,8st0
Docking-44,200,2,10,full_map,13,4iar
Docking-44,200,2,10,full_map,16,5cxv
Docking-44,200,2,10,full_map,19,5u09
Docking-44,200,2,10,full_map,21,6cm4
Docking-44,200,2,10,full_map,23,6kux
Docking-44,200,2,10,full_map,25,6pdj
Docking-44,200,2,10,full_map,30,7ljd
Docking-44,200,2,10,full_map,36,8fhs
Docking-44,200,2,10,full_map,38,8st0
Docking-44,200,2,10,full_map,40,8xvk
Docking-44,200,2,10,sample_map,2,1xoq
Docking-44,200,2,10,sample_map,5,2ydo
Docking-44,200,2,10,sample_map,13,4iar
Docking-44,200,2,10,sample_map,20,5va1
Docking-44,200,2,10,sample_map,21,6cm4
Docking-44,200,2,10,sample_map,23,6kux
Docking-44,200,2,10,sample_map,25,6pdj
Docking-44,200,2,10,sample_map,27,6y1z
Docking-44,200,2,10,sample_map,36,8fhs
Docking-44,200,2,10,sample_map,38,8st0
Docking-44,200,3,6,full_map,4,2vt4
Docking-44,200,3,6,full_map,19,5u09
Docking-44,200,3,6,full_map,23,6kux
Docking-44,200,3,6,full_map,36,8fhs
Docking-44,200,3,6,full_map,38,8st0
Docking-44,200,3,6,full_map,40,8xvk
Docking-44,200,3,6,sample_map,13,4iar
Docking-44,200,3,6,sample_map,14,4mqs
Docking-44,200,3,6,sample_map,19,5u09
Docking-44,200,3,6,sample_map,22,6kpf
Docking-44,200,3,6,sample_map,36,8fhs
Docking-44,200,3,6,sample_map,43,V1A
Docking-44,200,3,8,full_map,4,2vt4
Docking-44,200,3,8,full_map,16,5cxv
Docking-44,200,3,8,full_map,19,5u09
Docking-44,200,3,8,full_map,23,6kux
Docking-44,200,3,8,full_map,34,8e9y
Docking-44,200,3,8,full_map,36,8fhs
Docking-44,200,3,8,full_map,38,8st0
Docking-44,200,3,8,full_map,40,8xvk
Docking-44,200,3,8,sample_map,5,2ydo
Docking-44,200,3,8,sample_map,13,4iar
Docking-44,200,3,8,sample_map,19,5u09
Docking-44,200,3,8,sample_map,20,5va1
Docking-44,200,3,8,sample_map,22,6kpf
Docking-44,200,3,8,sample_map,36,8fhs
Docking-44,200,3,8,sample_map,39,8wty
Docking-44,200,3,8,sample_map,43,V1A
Docking-44,200,3,10,full_map,13,4iar
Docking-44,200,3,10,full_map,16,5cxv
Docking-44,200,3,10,full_map,19,5u09
Docking-44,200,3,10,full_map,21,6cm4
Docking-44,200,3,10,full_map,23,6kux
Docking-44,200,3,10,full_map,25,6pdj
Docking-44,200,3,10,full_map,30,7ljd
Docking-44,200,3,10,full_map,36,8fhs
Docking-44,200,3,10,full_map,38,8st0
Docking-44,200,3,10,full_map,40,8xvk
Docking-44,200,3,10,sample_map,5,2ydo
Docking-44,200,3,10,sample_map,13,4iar
Docking-44,200,3,10,sample_map,14,4mqs
Docking-44,200,3,10,sample_map,17,5i71
Docking-44,200,3,10,sample_map,19,5u09
Docking-44,200,3,10,sample_map,20,5va1
Docking-44,200,3,10,sample_map,21,6cm4
Docking-44,200,3,10,sample_map,22,6kpf
Docking-44,200,3,10,sample_map,36,8fhs
Docking-44,200,3,10,sample_map,43,V1A
Docking-44,200,4,6,full_map,4,2vt4
Docking-44,200,4,6,full_map,19,5u09
Docking-44,200,4,6,full_map,23,6kux
Docking-44,200,4,6,full_map,36,8fhs
Docking-44,200,4,6,full_map,38,8st0
Docking-44,200,4,6,full_map,40,8xvk
Docking-44,200,4,6,sample_map,4,2vt4
Docking-44,200,4,6,sample_map,11,4djh
Docking-44,200,4,6,sample_map,19,5u09
Docking-44,200,4,6,sample_map,20,5va1
Docking-44,200,4,6,sample_map,36,8fhs
Docking-44,200,4,6,sample_map,39,8wty
Docking-44,200,4,8,full_map,4,2vt4
Docking-44,200,4,8,full_map,16,5cxv
Docking-44,200,4,8,full_map,19,5u09
Docking-44,200,4,8,full_map,23,6kux
Docking-44,200,4,8,full_map,34,8e9y
Docking-44,200,4,8,full_map,36,8fhs
Docking-44,200,4,8,full_map,38,8st0
Docking-44,200,4,8,full_map,40,8xvk
Docking-44,200,4,8,sample_map,11,4djh
Docking-44,200,4,8,sample_map,19,5u09
Docking-44,200,4,8,sample_map,21,6cm4
Docking-44,200,4,8,sample_map,23,6kux
Docking-44,200,4,8,sample_map,28,7f8y
Docking-44,200,4,8,sample_map,34,8e9y
Docking-44,200,4,8,sample_map,36,8fhs
Docking-44,200,4,8,sample_map,40,8xvk
Docking-44,200,4,10,full_map,13,4iar
Docking-44,200,4,10,full_map,16,5cxv
Docking-44,200,4,10,full_map,19,5u09
Docking-44,200,4,10,full_map,21,6cm4
Docking-44,200,4,10,full_map,23,6kux
Docking-44,200,4,10,full_map,25,6pdj
Docking-44,200,4,10,full_map,30,7ljd
Docking-44,200,4,10,full_map,36,8fhs
Docking-44,200,4,10,full_map,38,8st0
Docking-44,200,4,10,full_map,40,8xvk
Docking-44,200,4,10,sample_map,2,1xoq
Docking-44,200,4,10,sample_map,11,4djh
Docking-44,200,4,10,sample_map,19,5u09
Docking-44,200,4,10,sample_map,20,5va1
Docking-44,200,4,10,sample_map,21,6cm4
Docking-44,200,4,10,sample_map,23,6kux
Docking-44,200,4,10,sample_map,30,7ljd
Docking-44,200,4,10,sample_map,34,8e9y
Docking-44,200,4,10,sample_map,36,8fhs
Docking-44,200,4,10,sample_map,39,8wty
Docking-44,200,5,6,full_map,4,2vt4
Docking-44,200,5,6,full_map,19,5u09
Docking-44,200,5,6,full_map,23,6kux
Docking-44,200,5,6,full_map,36,8fhs
Docking-44,200,5,6,full_map,38,8st0
Docking-44,200,5,6,full_map,40,8xvk
Docking-44,200,5,6,sample_map,13,4iar
Docking-44,200,5,6,sample_map,16,5cxv
Docking-44,200,5,6,sample_map,36,8fhs
Docking-44,200,5,6,sample_map,38,8st0
Docking-44,200,5,6,sample_map,40,8xvk
Docking-44,200,5,6,sample_map,41,8yn3
Docking-44,200,5,8,full_map,4,2vt4
Docking-44,200,5,8,full_map,16,5cxv
Docking-44,200,5,8,full_map,19,5u09
Docking-44,200,5,8,full_map,23,6kux
Docking-44,200,5,8,full_map,34,8e9y
Docking-44,200,5,8,full_map,36,8fhs
Docking-44,200,5,8,full_map,38,8st0
Docking-44,200,5,8,full_map,40,8xvk
Docking-44,200,5,8,sample_map,13,4iar
Docking-44,200,5,8,sample_map,16,5cxv
Docking-44,200,5,8,sample_map,23,6kux
Docking-44,200,5,8,sample_map,30,7ljd
Docking-44,200,5,8,sample_map,36,8fhs
Docking-44,200,5,8,sample_map,38,8st0
Docking-44,200,5,8,sample_map,40,8xvk
Docking-44,200,5,8,sample_map,41,8yn3
Docking-44,200,5,10,full_map,13,4iar
Docking-44,200,5,10,full_map,16,5cxv
Docking-44,200,5,10,full_map,19,5u09
Docking-44,200,5,10,full_map,21,6cm4
Docking-44,200,5,10,full_map,23,6kux
Docking-44,200,5,10,full_map,25,6pdj
Docking-44,200,5,10,full_map,30,7ljd
Docking-44,200,5,10,full_map,36,8fhs
Docking-44,200,5,10,full_map,38,8st0
Docking-44,200,5,10,full_map,40,8xvk
Docking-44,200,5,10,sample_map,13,4iar
Docking-44,200,5,10,sample_map,16,5cxv
Docking-44,200,5,10,sample_map,21,6cm4
Docking-44,200,5,10,sample_map,22,6kpf
Docking-44,200,5,10,sample_map,23,6kux
Docking-44,200,5,10,sample_map,25,6pdj
Docking-44,200,5,10,sample_map,30,7ljd
Docking-44,200,5,10,sample_map,31,7wc9
Docking-44,200,5,10,sample_map,36,8fhs
Docking-44,200,5,10,sample_map,38,8st0
Docking-44,200,6,6,full_map,4,2vt4
Docking-44,200,6,6,full_map,19,5u09
Docking-44,200,6,6,full_map,23,6kux
Docking-44,200,6,6,full_map,36,8fhs
Docking-44,200,6,6,full_map,38,8st0
Docking-44,200,6,6,full_map,40,8xvk
Docking-44,200,6,6,sample_map,13,4iar
Docking-44,200,6,6,sample_map,22,6kpf
Docking-44,200,6,6,sample_map,31,7wc9
Docking-44,200,6,6,sample_map,36,8fhs
Docking-44,200,6,6,sample_map,37,8pjk
Docking-44,200,6,6,sample_map,40,8xvk
Docking-44,200,6,8,full_map,4,2vt4
Docking-44,200,6,8,full_map,16,5cxv
Docking-44,200,6,8,full_map,19,5u09
Docking-44,200,6,8,full_map,23,6kux
Docking-44,200,6,8,full_map,34,8e9y
Docking-44,200,6,8,full_map,36,8fhs
Docking-44,200,6,8,full_map,38,8st0
Docking-44,200,6,8,full_map,40,8xvk
Docking-44,200,6,8,sample_map,13,4iar
Docking-44,200,6,8,sample_map,19,5u09
Docking-44,200,6,8,sample_map,22,6kpf
Docking-44,200,6,8,sample_map,23,6kux
Docking-44,200,6,8,sample_map,31,7wc9
Docking-44,200,6,8,sample_map,36,8fhs
Docking-44,200,6,8,sample_map,37,8pjk
Docking-44,200,6,8,sample_map,40,8xvk
Docking-44,200,6,10,full_map,13,4iar
Docking-44,200,6,10,full_map,16,5cxv
Docking-44,200,6,10,full_map,19,5u09
Docking-44,200,6,10,full_map,21,6cm4
Docking-44,200,6,10,full_map,23,6kux
Docking-44,200,6,10,full_map,25,6pdj
Docking-44,200,6,10,full_map,30,7ljd
Docking-44,200,6,10,full_map,36,8fhs
Docking-44,200,6,10,full_map,38,8st0
Docking-44,200,6,10,full_map,40,8xvk
Docking-44,200,6,10,sample_map,5,2ydo
Docking-44,200,6,10,sample_map,14,4mqs
Docking-44,200,6,10,sample_map,17,5i71
Docking-44,200,6,10,sample_map,19,5u09
Docking-44,200,6,10,sample_map,22,6kpf
Docking-44,200,6,10,sample_map,23,6kux
Docking-44,200,6,10,sample_map,31,7wc9
Docking-44,200,6,10,sample_map,34,8e9y
Docking-44,200,6,10,sample_map,36,8fhs
Docking-44,200,6,10,sample_map,39,8wty
Docking-44,200,7,6,full_map,4,2vt4
Docking-44,200,7,6,full_map,19,5u09
Docking-44,200,7,6,full_map,23,6kux
Docking-44,200,7,6,full_map,36,8fhs
Docking-44,200,7,6,full_map,38,8st0
Docking-44,200,7,6,full_map,40,8xvk
Docking-44,200,7,6,sample_map,13,4iar
Docking-44,200,7,6,sample_map,21,6cm4
Docking-44,200,7,6,sample_map,31,7wc9
Docking-44,200,7,6,sample_map,36,8fhs
Docking-44,200,7,6,sample_map,38,8st0
Docking-44,200,7,6,sample_map,40,8xvk
Docking-44,200,7,8,full_map,4,2vt4
Docking-44,200,7,8,full_map,16,5cxv
Docking-44,200,7,8,full_map,19,5u09
Docking-44,200,7,8,full_map,23,6kux
Docking-44,200,7,8,full_map,34,8e9y
Docking-44,200,7,8,full_map,36,8fhs
Docking-44,200,7,8,full_map,38,8st0
Docking-44,200,7,8,full_map,40,8xvk
Docking-44,200,7,8,sample_map,11,4djh
Docking-44,200,7,8,sample_map,13,4iar
Docking-44,200,7,8,sample_map,19,5u09
Docking-44,200,7,8,sample_map,21,6cm4
Docking-44,200,7,8,sample_map,26,6x3x
Docking-44,200,7,8,sample_map,36,8fhs
Docking-44,200,7,8,sample_map,38,8st0
Docking-44,200,7,8,sample_map,40,8xvk
Docking-44,200,7,10,full_map,13,4iar
Docking-44,200,7,10,full_map,16,5cxv
Docking-44,200,7,10,full_map,19,5u09
Docking-44,200,7,10,full_map,21,6cm4
Docking-44,200,7,10,full_map,23,6kux
Docking-44,200,7,10,full_map,25,6pdj
Docking-44,200,7,10,full_map,30,7ljd
Docking-44,200,7,10,full_map,36,8fhs
Docking-44,200,7,10,full_map,38,8st0
Docking-44,200,7,10,full_map,40,8xvk
Docking-44,200,7,10,sample_map,0,1m2z
Docking-44,200,7,10,sample_map,13,4iar
Docking-44,200,7,10,sample_map,19,5u09
Docking-44,200,7,10,sample_map,21,6cm4
Docking-44,200,7,10,sample_map,23,6kux
Docking-44,200,7,10,sample_map,25,6pdj
Docking-44,200,7,10,sample_map,26,6x3x
Docking-44,200,7,10,sample_map,36,8fhs
Docking-44,200,7,10,sample_map,38,8st0
Docking-44,200,7,10,sample_map,40,8xvk
Docking-44,200,8,6,full_map,4,2vt4
Docking-44,200,8,6,full_map,19,5u09
Docking-44,200,8,6,full_map,23,6kux
Docking-44,200,8,6,full_map,36,8fhs
Docking-44,200,8,6,full_map,38,8st0
Docking-44,200,8,6,full_map,40,8xvk
Docking-44,200,8,6,sample_map,17,5i71
Docking-44,200,8,6,sample_map,27,6y1z
Docking-44,200,8,6,sample_map,29,7kwe
Docking-44,200,8,6,sample_map,31,7wc9
Docking-44,200,8,6,sample_map,33,7ym8
Docking-44,200,8,6,sample_map,36,8fhs
Docking-44,200,8,8,full_map,4,2vt4
Docking-44,200,8,8,full_map,16,5cxv
Docking-44,200,8,8,full_map,19,5u09
Docking-44,200,8,8,full_map,23,6kux
Docking-44,200,8,8,full_map,34,8e9y
Docking-44,200,8,8,full_map,36,8fhs
Docking-44,200,8,8,full_map,38,8st0
Docking-44,200,8,8,full_map,40,8xvk
Docking-44,200,8,8,sample_map,13,4iar
Docking-44,200,8,8,sample_map,27,6y1z
Docking-44,200,8,8,sample_map,29,7kwe
Docking-44,200,8,8,sample_map,31,7wc9
Docking-44,200,8,8,sample_map,33,7ym8
Docking-44,200,8,8,sample_map,36,8fhs
Docking-44,200,8,8,sample_map,39,8wty
Docking-44,200,8,8,sample_map,42,9eo4
Docking-44,200,8,10,full_map,13,4iar
Docking-44,200,8,10,full_map,16,5cxv
Docking-44,200,8,10,full_map,19,5u09
Docking-44,200,8,10,full_map,21,6cm4
Docking-44,200,8,10,full_map,23,6kux
Docking-44,200,8,10,full_map,25,6pdj
Docking-44,200,8,10,full_map,30,7ljd
Docking-44,200,8,10,full_map,36,8fhs
Docking-44,200,8,10,full_map,38,8st0
Docking-44,200,8,10,full_map,40,8xvk
Docking-44,200,8,10,sample_map,0,1m2z
Docking-44,200,8,10,sample_map,5,2ydo
Docking-44,200,8,10,sample_map,13,4iar
Docking-44,200,8,10,sample_map,20,5va1
Docking-44,200,8,10,sample_map,21,6cm4
Docking-44,200,8,10,sample_map,27,6y1z
Docking-44,200,8,10,sample_map,29,7kwe
Docking-44,200,8,10,sample_map,33,7ym8
Docking-44,200,8,10,sample_map,36,8fhs
Docking-44,200,8,10,sample_map,39,8wty
Docking-44,200,9,6,full_map,4,2vt4
Docking-44,200,9,6,full_map,19,5u09
Docking-44,200,9,6,full_map,23,6kux
Docking-44,200,9,6,full_map,36,8fhs
Docking-44,200,9,6,full_map,38,8st0
Docking-44,200,9,6,full_map,40,8xvk
Docking-44,200,9,6,sample_map,4,2vt4
Docking-44,200,9,6,sample_map,20,5va1
Docking-44,200,9,6,sample_map,34,8e9y
Docking-44,200,9,6,sample_map,36,8fhs
Docking-44,200,9,6,sample_map,38,8st0
Docking-44,200,9,6,sample_map,42,9eo4
Docking-44,200,9,8,full_map,4,2vt4
Docking-44,200,9,8,full_map,16,5cxv
Docking-44,200,9,8,full_map,19,5u09
Docking-44,200,9,8,full_map,23,6kux
Docking-44,200,9,8,full_map,34,8e9y
Docking-44,200,9,8,full_map,36,8fhs
Docking-44,200,9,8,full_map,38,8st0
Docking-44,200,9,8,full_map,40,8xvk
Docking-44,200,9,8,sample_map,4,2vt4
Docking-44,200,9,8,sample_map,5,2ydo
Docking-44,200,9,8,sample_map,20,5va1
Docking-44,200,9,8,sample_map,23,6kux
Docking-44,200,9,8,sample_map,34,8e9y
Docking-44,200,9,8,sample_map,36,8fhs
Docking-44,200,9,8,sample_map,38,8st0
Docking-44,200,9,8,sample_map,42,9eo4
Docking-44,200,9,10,full_map,13,4iar
Docking-44,200,9,10,full_map,16,5cxv
Docking-44,200,9,10,full_map,19,5u09
Docking-44,200,9,10,full_map,21,6cm4
Docking-44,200,9,10,full_map,23,6kux
Docking-44,200,9,10,full_map,25,6pdj
Docking-44,200,9,10,full_map,30,7ljd
Docking-44,200,9,10,full_map,36,8fhs
Docking-44,200,9,10,full_map,38,8st0
Docking-44,200,9,10,full_map,40,8xvk
Docking-44,200,9,10,sample_map,0,1m2z
Docking-44,200,9,10,sample_map,4,2vt4
Docking-44,200,9,10,sample_map,5,2ydo
Docking-44,200,9,10,sample_map,20,5va1
Docking-44,200,9,10,sample_map,23,6kux
Docking-44,200,9,10,sample_map,25,6pdj
Docking-44,200,9,10,sample_map,34,8e9y
Docking-44,200,9,10,sample_map,36,8fhs
Docking-44,200,9,10,sample_map,38,8st0
Docking-44,200,9,10,sample_map,42,9eo4
Docking-44,200,10,6,full_map,4,2vt4
Docking-44,200,10,6,full_map,19,5u09
Docking-44,200,10,6,full_map,23,6kux
Docking-44,200,10,6,full_map,36,8fhs
Docking-44,200,10,6,full_map,38,8st0
Docking-44,200,10,6,full_map,40,8xvk
Docking-44,200,10,6,sample_map,4,2vt4
Docking-44,200,10,6,sample_map,17,5i71
Docking-44,200,10,6,sample_map,34,8e9y
Docking-44,200,10,6,sample_map,36,8fhs
Docking-44,200,10,6,sample_map,40,8xvk
Docking-44,200,10,6,sample_map,42,9eo4
Docking-44,200,10,8,full_map,4,2vt4
Docking-44,200,10,8,full_map,16,5cxv
Docking-44,200,10,8,full_map,19,5u09
Docking-44,200,10,8,full_map,23,6kux
Docking-44,200,10,8,full_map,34,8e9y
Docking-44,200,10,8,full_map,36,8fhs
Docking-44,200,10,8,full_map,38,8st0
Docking-44,200,10,8,full_map,40,8xvk
Docking-44,200,10,8,sample_map,4,2vt4
Docking-44,200,10,8,sample_map,17,5i71
Docking-44,200,10,8,sample_map,19,5u09
Docking-44,200,10,8,sample_map,23,6kux
Docking-44,200,10,8,sample_map,27,6y1z
Docking-44,200,10,8,sample_map,34,8e9y
Docking-44,200,10,8,sample_map,36,8fhs
Docking-44,200,10,8,sample_map,40,8xvk
Docking-44,200,10,10,full_map,13,4iar
Docking-44,200,10,10,full_map,16,5cxv
Docking-44,200,10,10,full_map,19,5u09
Docking-44,200,10,10,full_map,21,6cm4
Docking-44,200,10,10,full_map,23,6kux
Docking-44,200,10,10,full_map,25,6pdj
Docking-44,200,10,10,full_map,30,7ljd
Docking-44,200,10,10,full_map,36,8fhs
Docking-44,200,10,10,full_map,38,8st0
Docking-44,200,10,10,full_map,40,8xvk
Docking-44,200,10,10,sample_map,4,2vt4
Docking-44,200,10,10,sample_map,16,5cxv
Docking-44,200,10,10,sample_map,17,5i71
Docking-44,200,10,10,sample_map,19,5u09
Docking-44,200,10,10,sample_map,23,6kux
Docking-44,200,10,10,sample_map,25,6pdj
Docking-44,200,10,10,sample_map,27,6y1z
Docking-44,200,10,10,sample_map,34,8e9y
Docking-44,200,10,10,sample_map,36,8fhs
Docking-44,200,10,10,sample_map,40,8xvk
Docking-44,200,11,6,full_map,4,2vt4
Docking-44,200,11,6,full_map,19,5u09
Docking-44,200,11,6,full_map,23,6kux
Docking-44,200,11,6,full_map,36,8fhs
Docking-44,200,11,6,full_map,38,8st0
Docking-44,200,11,6,full_map,40,8xvk
Docking-44,200,11,6,sample_map,4,2vt4
Docking-44,200,11,6,sample_map,20,5va1
Docking-44,200,11,6,sample_map,22,6kpf
Docking-44,200,11,6,sample_map,27,6y1z
Docking-44,200,11,6,sample_map,34,8e9y
Docking-44,200,11,6,sample_map,36,8fhs
Docking-44,200,11,8,full_map,4,2vt4
Docking-44,200,11,8,full_map,16,5cxv
Docking-44,200,11,8,full_map,19,5u09
Docking-44,200,11,8,full_map,23,6kux
Docking-44,200,11,8,full_map,34,8e9y
Docking-44,200,11,8,full_map,36,8fhs
Docking-44,200,11,8,full_map,38,8st0
Docking-44,200,11,8,full_map,40,8xvk
Docking-44,200,11,8,sample_map,4,2vt4
Docking-44,200,11,8,sample_map,5,2ydo
Docking-44,200,11,8,sample_map,20,5va1
Docking-44,200,11,8,sample_map,21,6cm4
Docking-44,200,11,8,sample_map,22,6kpf
Docking-44,200,11,8,sample_map,27,6y1z
Docking-44,200,11,8,sample_map,34,8e9y
Docking-44,200,11,8,sample_map,36,8fhs
Docking-44,200,11,10,full_map,13,4iar
Docking-44,200,11,10,full_map,16,5cxv
Docking-44,200,11,10,full_map,19,5u09
Docking-44,200,11,10,full_map,21,6cm4
Docking-44,200,11,10,full_map,23,6kux
Docking-44,200,11,10,full_map,25,6pdj
Docking-44,200,11,10,full_map,30,7ljd
Docking-44,200,11,10,full_map,36,8fhs
Docking-44,200,11,10,full_map,38,8st0
Docking-44,200,11,10,full_map,40,8xvk
Docking-44,200,11,10,sample_map,4,2vt4
Docking-44,200,11,10,sample_map,5,2ydo
Docking-44,200,11,10,sample_map,6,2z5x
Docking-44,200,11,10,sample_map,20,5va1
Docking-44,200,11,10,sample_map,21,6cm4
Docking-44,200,11,10,sample_map,22,6kpf
Docking-44,200,11,10,sample_map,23,6kux
Docking-44,200,11,10,sample_map,27,6y1z
Docking-44,200,11,10,sample_map,34,8e9y
Docking-44,200,11,10,sample_map,36,8fhs
Docking-44,200,12,6,full_map,4,2vt4
Docking-44,200,12,6,full_map,19,5u09
Docking-44,200,12,6,full_map,23,6kux
Docking-44,200,12,6,full_map,36,8fhs
Docking-44,200,12,6,full_map,38,8st0
Docking-44,200,12,6,full_map,40,8xvk
Docking-44,200,12,6,sample_map,17,5i71
Docking-44,200,12,6,sample_map,19,5u09
Docking-44,200,12,6,sample_map,28,7f8y
Docking-44,200,12,6,sample_map,34,8e9y
Docking-44,200,12,6,sample_map,41,8yn3
Docking-44,200,12,6,sample_map,43,V1A
Docking-44,200,12,8,full_map,4,2vt4
Docking-44,200,12,8,full_map,16,5cxv
Docking-44,200,12,8,full_map,19,5u09
Docking-44,200,12,8,full_map,23,6kux
Docking-44,200,12,8,full_map,34,8e9y
Docking-44,200,12,8,full_map,36,8fhs
Docking-44,200,12,8,full_map,38,8st0
Docking-44,200,12,8,full_map,40,8xvk
Docking-44,200,12,8,sample_map,2,1xoq
Docking-44,200,12,8,sample_map,19,5u09
Docking-44,200,12,8,sample_map,28,7f8y
Docking-44,200,12,8,sample_map,34,8e9y
Docking-44,200,12,8,sample_map,36,8fhs
Docking-44,200,12,8,sample_map,38,8st0
Docking-44,200,12,8,sample_map,40,8xvk
Docking-44,200,12,8,sample_map,41,8yn3
