target_a,target_b,docking_raw_correlation,docking_local_20_centered_correlation,docking_all_58_centered_then_extract_correlation,DAVIS_experimental_raw_correlation,DAVIS_experimental_centered_correlation,PKIS2_experimental_raw_correlation,PKIS2_experimental_centered_correlation,PKIS1_experimental_raw_correlation,PKIS1_experimental_centered_correlation,KiRHub_experimental_raw_correlation,KiRHub_experimental_centered_correlation,locked_endpoint_positive
ABL1,AKT1,0.5307863194641509,-0.4581938914232396,-0.34724696178560405,-0.07941073574510363,-0.445738692394289,-0.04410315789569396,-0.3578359374165858,-0.12446726653821996,-0.4184935606804718,-0.09758510134834913,-0.5639000526953813,False
ABL1,AKT2,0.6444304630883987,-0.1323074285226078,-0.028753733536662565,-0.06443364397606952,-0.47579342893394105,-0.11325628958473903,-0.43668684994545975,-0.12650338725254318,-0.4194489061150166,-0.06565357984371009,-0.5899173157379262,False
ABL1,CDK2,0.6106118135555926,-0.3012502900681181,-0.20694555991258953,-0.05669900046421397,-0.3795023798976478,0.20607446139811111,-0.11901292870852899,0.2759103714432161,-0.025099735877072104,0.07482594029434086,-0.5232617760755086,False
ABL1,CSF1R,0.6409820661030465,0.014836692390083096,0.055196731245127945,0.56726960861808,0.32426118758079936,0.5369977292317824,0.26869897740341436,0.4815270445431983,0.15163792251281813,0.6704819361111504,0.37880528960754356,False
ABL1,EGFR,0.6667197122424435,-0.11002002311815101,-0.024135819539015342,0.18306347842018833,-0.027749196729083537,0.1337291603923033,-0.20217315964183447,-0.01757958004718574,-0.17461955013884173,0.309911511948372,0.011693873848013093,False
ABL1,FGFR1,0.7509202780162054,0.38950980313340333,0.4140924546624966,0.41303197433835304,-0.14376506526195298,0.39908608972487886,0.01119661601530648,0.45619058666820206,-0.10356433635506841,0.5512062329764834,0.15810324529917338,False
ABL1,IGF1R,0.5307424811903096,-0.2634808360264847,-0.23746836189993775,0.14182795561204903,-0.3700161726443283,0.10387652353803294,-0.32818379939972836,0.023008482297347647,-0.30862589877410174,0.2917670231093248,-0.1753241520325329,False
ABL1,JAK2,0.5927662712055813,-0.2212746712161676,-0.15336591864996796,0.20709853592138164,-0.18570550805926445,0.03902803747772646,-0.2830906914018644,0.3330115739981785,-0.22435284526704974,0.3176218868832255,-0.13104431229086927,False
ABL1,KDR,0.7125577928669291,0.3844634874593076,0.38115172544341097,0.26127758608243934,-0.11293723940139619,0.6025994244723594,0.3591251175100621,0.6238531795690345,0.3761348495106243,0.6051243228482136,0.2478705041247339,True
ABL1,KIT,0.729761258145323,0.23158560557779584,0.2818322921308219,0.5715766175700632,0.3390606758310137,0.4971888013574479,0.24062460114031595,0.5899944310409205,0.3578067292891783,0.550574323509074,0.1711583469224406,False
ABL1,LCK,0.6454642785997444,-0.11529424666884115,-0.014883736035440343,0.8689895672088664,0.7808323329567225,0.5772753124969667,0.3127460883763294,0.7618066566327073,0.5932189380821268,0.8345046157021463,0.657540647207573,True
ABL1,MAP2K1,0.588219006020811,-0.3067946810523854,-0.20514376988251262,0.30239960616036937,-0.14974660263441217,0.2749421836630513,-0.05545047211288395,0.08624337297021295,-0.5250997782361227,0.08579921533601553,-0.32960040475065994,False
ABL1,MAPK1,0.5960339034479857,-0.18241960292412487,-0.12998438531769757,0.060154016395349126,-0.47295666101404404,0.09879272816619955,-0.26280455567169825,0.0406133402258175,-0.5375420140420669,0.00811186278945178,-0.5684329537522469,False
ABL1,MAPK14,0.6295297271035697,-0.03566872002971643,-5.054168044269839e-05,0.2679587846186809,0.035557974222443334,0.13839068834766496,-0.07863919940166504,-0.012796414906876273,-0.17022551590804982,0.4253957047447275,0.062306997624138855,False
ABL1,MAPKAPK2,0.654644183785832,-0.17400378339744668,-0.07430941445650689,0.0472034814318318,-0.5381273174463919,-0.11561714294900652,-0.3422535998070806,-0.020642997600251282,-0.44243813055895653,-0.19910311986253745,-0.5820177056820093,False
ABL1,MET,0.6967567217098655,0.1788573464692633,0.19631883668073347,0.17288502496422448,-0.18055460886647595,0.39851526881443344,0.05803222056377591,0.40608240705721194,-0.05761777918319348,0.36427163584681327,-0.033911764061080964,False
ABL1,PLK1,0.6122454024334769,-0.2772673680679443,-0.18398981367518835,-0.09270209062627216,-0.3798860358370302,0.00712389596883463,-0.2355957450903746,-0.0759678491127566,-0.2998900360545353,0.07061859078500028,-0.5443461405892123,False
ABL1,ROCK1,0.5598421993797874,-0.43270657857861744,-0.3167027097294657,0.08843195833013044,-0.4107854900007856,0.002815175808053788,-0.29889816026125354,-0.08542256793911195,-0.41338138745864156,-0.09970305551687049,-0.5224125601587762,False
ABL1,SRC,0.6045679109275599,-0.23982089029866077,-0.14425023295256612,0.7620254405045443,0.5889304691305588,0.5333449083845447,0.23929445172679495,0.8115758788497948,0.6718119332755329,0.7805340632738252,0.5537263623037476,True
AKT1,AKT2,0.8254949044386146,0.19192906595693093,0.30521917384395214,0.937773042916615,0.9559847862535524,0.6255890446833784,0.690560750343774,0.992369802256011,0.9945692101419624,0.8342199822959677,0.933812341029806,True
AKT1,CDK2,0.825012909136494,0.12197902282993112,0.23125829761189706,0.2034527839525326,0.35429090639328764,-0.04896750560624399,0.050501690098721554,-0.04725290057432315,-0.18404122117739902,0.022058104669086757,0.41285750744882294,False
AKT1,CSF1R,0.6854942558480897,-0.24869232476428466,-0.14855276624517433,-0.05945159204112285,-0.42150509198930824,0.04226202423478299,-0.35927690636401,-0.08294743705748901,-0.4447684362678372,-0.06428026783710505,-0.5313431303928419,False
AKT1,EGFR,0.790848477191241,0.013213193795510204,0.1366784775856685,-0.03786060018459665,0.037489962030452656,0.06420738390335329,-0.04181387977560814,-0.07951984437064484,0.07644556869030456,-0.17046230437770918,-0.11377634356426057,False
AKT1,FGFR1,0.6044060882413118,-0.2918294898006309,-0.1958477098939144,0.059279359918791345,-0.1778379660685834,0.23876523717318462,0.0801200356803987,-0.0633157266416396,0.08870393814907485,-0.0390443881735767,-0.39561919159991693,False
AKT1,IGF1R,0.7305276638231204,-0.0717272122171114,-0.007624056865301958,0.07255291158153682,0.12822846763307516,-0.013820881278548159,0.08079935841254662,-0.045541284568992486,0.016664376650985545,-0.12445937795974778,0.011677286906756299,False
AKT1,JAK2,0.7628531523129928,-0.0398247893067361,0.06460042753569892,0.06934897680255789,-0.15158503902974996,0.16543290612629516,0.06834378569729375,-0.027863922872033063,0.1588986052126274,0.02715598847837232,-0.2264243466014863,False
AKT1,KDR,0.5153444699852295,-0.3011388132481555,-0.2694258834331184,-0.06376043701899065,-0.2733090730511838,0.03398297848072556,-0.3406931155752739,0.241628707630918,-0.09534418331732701,0.003811643519321089,-0.38262512402185767,False
AKT1,KIT,0.6854549572233034,-0.2536069575610778,-0.11595384969737352,-0.08196060914809813,-0.4611445279839958,-0.019127798703683335,-0.3827809277701749,-0.10742378119940643,-0.477486646276247,0.084136751984658,-0.32093042334713834,False
AKT1,LCK,0.7973289910881759,0.027169330535208258,0.16497912093561945,-0.052258453112428375,-0.5167095705792709,0.027983156071456187,-0.3995390764669895,-0.10588229320212125,-0.4039432292201076,-0.06059387642574326,-0.6687788571949767,False
AKT1,MAP2K1,0.8696802347452077,0.43136910191912325,0.5003277788305471,0.0593239767812214,-0.1307536160009901,-0.016133357567398386,-0.033138818432031404,-0.00010039086270806287,0.21817229944253266,0.06715284529884478,0.2904418022542359,False
AKT1,MAPK1,0.7505446099456542,-0.04747893684665581,0.04287532525681743,0.018703314308891796,0.49594522408455755,0.17328612737945326,0.35454962943178003,0.011695295970109877,0.26474705895720424,0.22913704387429068,0.7587531489675203,True
